NI;CI;EDAD;SEXO;PALABRAS
121;3;13;2;alberca, baño-lindo, sala-juegos, despacho, jardín, grande, elegante, cocina-bonita, sencilla, gris-blanco-beige.
121;5;13;2;dormir, comer, hacer-ejercicio, leer, jugar, fiesta, nadar, hacer-reu, pasar-tiempo-familia.
121;6;13;2;seria, enojona, sonriente, dormilona, estresada, buena-persona, amable, cariñosa, humor-chido-a-la-vez-no.
122;1;15;2;cosa, salir, pasearnos, salir-comer, bailar.
122;2;15;2;licenciada, mestra, derechos-humanos, criminología, secretaria, directora, juez, perrito.
122;4;15;2;criminología, enfermera, perito.
122;3;15;2;muy-grande, bonita, limpia, negro, haya-gente, pleno-centro, muebles-rojos-negros, mucho-zacate.
122;5;15;2;televisión, hacer-pendiente, pasear-papás, ver-tele-cuando-yo-diga-acabando-de-hacer-lo-que-tenga-que-hacer, compras.
122;6;15;2;chaparro, moreno, pelo-café, feliz, amistosa, gusta-jugar, bailar, hacer-mucho-más, tener-ropa-bonita, compras-papás.
123;1;13;2;automóvil, contaminación, autobús, tienda, sobrepoblación, delincuencia, edificio, trabajo, escuela, hospital.
123;2;13;2;doctor, profesor, químico, físico, astrónomo, nutriólogo, mecánico, diseñador-gráfico, electricista, cirujano, palentólogo, urólogo, pediatra, biólogo.
123;4;13;2;repartidor, cocinero, mesero, vendedor, reparador, dulcero, limpiador, maestro.
123;3;13;2;bonita, amplia, blanca, sillón, televisión, cocina, baño, cuarto, patio, sótano, comedor, agaradable, cama, cálida, acogedora, cuidada, computadora.
123;5;13;2;leer, trabajar, cuidar, entrenar, estudiar, salir, viajar, televisión, reciclar, pescar, bicicleta, jugar.
123;6;13;2;alegre, positiva, divertida, gracioso, trabajador, respetuoso, cariñoso, miedoso, paranoico, amigable, sociable, dormilón, delgado, cabello-negro, perseverante, paciente, cuidadoso.
124;1;14;2;París, Ocampo, Saltillo, Monclova, Cuatro-ciengas, San-Buena, Nadadores, Frontera, Monterrey, campo, turístico, naturaleza, calor, lindo, paisaje, cosa-linda, tranquilo, seguridad, amabilidad, buen-vecino.
124;2;14;2;abogado, bonita, actriz, ser-reconocido, interés, búsqueda, investigación, apoyar, dar-bien, ser-ejemplo.
124;4;14;2;de-mi-interés, abogado, criminología, actriz, maestra, educadora, maestro-matemáticas, enfermera.
124;3;14;2;grande, bonita, colores-oscuros, cuatro-cuarto, dos-baño, buena-vista, patio-muy-grande, naturaleza.
124;5;14;2;campo, conocer, turismo, viaje, futbol, trabajo, maquillaje, salir-amigos, conocer-playa, conocer-muchos-restaurantes, comer.
124;6;14;2;noble, educada, divertida, sincera, razonable, comprensiva, amigable, comelona.
125;1;14;2;auto, edificio, trabajo, población, puente, lámpara, escuela, casa, medio-comunicación, medio-transporte-público.
125;2;14;2;maestra, doctor, ingeniero, enfermero, licenciado, empresario, futbolista, atleta, arquitecto, carpintero, paramédico, enfermero, natación.
125;4;14;2;doctora, nutriólogo, ginecóloga, paramédica, veterinaria, psicóloga, maestra.
125;3;14;2;patio-grande, pasto, sala-estar, dos-piso, baño-habitación, juego, escalera-madera, ventanal, espejo-grande, cochera-dos-auto, jardín-grande, habitación-alfombra. 
125;5;14;2;dibujar, cantar, bailar, jugar, salir, pasear-mascota.
125;6;14;2;sociable, alegre, voz-baja, cabello-largo, diferente-tono, estatura-media, amigable, callada.
126;1;14;2;urbanismo, comercio, pintura, vendedor, música, baile, cultura, comida, tradición, venta, súper.
126;2;14;2;maestro, doctor, contador, pediatra, oncóloga, arquitecto, pintor, enfermero, mecátronica, producción, fundición, secretaria, licenciado, abogado, mercadotecnia, químico, ingeniero, cirujana, gastronomía.
126;4;14;2;enfermera, doctora, oncóloga, pediatra, cirujana.
126;3;14;2;colorida, jardín, cuarto-grande, dos-tres-baños, cocina-grande, área-juegos, closet-grande, puerta-madera, puerta-cristal, lavandería, césped, tenga-parque.
126;5;14;2;profesión, danza, familia, hijo, -compañía.
126;6;14;2;terca, alegre, risueña, bipolar, bromista, enojona, testaruda, gusta-cumplir-objetivos, lograr-metas, responsable.
127;1;13;1;parte-cada-pais, edificio, casa, carro, transporte, empleo, negocio, seguridad, inseguridad, educación, centro-salud, guías-por-si-no-conoces, calle, turistas, hotel, tecnología, luz.
127;2;13;1;son-empleos-trabajos-es-una-necesidad-que-todos-tenemos-ya-que-tenemos-que-hay-una-variedad-de-empleos-y-sin-ellos-no-podemos-vivir-la-vida-que-queremos-o-normalmente-como-son-muy-importantes-para-poder-vivir-comer-bañarnos-hacer-nuestras-necesidades.
127;4;13;1;cine, , ingeniería-sistemas, ingeniería-mecatrónica, tecnología.
127;3;13;1;playa, vista-mar, blanco, cuatro-cinco-recámaras, sala, cocina, baño, cuarto-entrenemimiento, patio-muy-grande, alberca, paneles-solares.
127;5;13;1;negocio-que-tendré, , videojuego.
127;6;13;1;gordito, estatura-media, mentalmente-compartido, molesto-amigos, amigable, social.
128;1;13;1;la-ciudad-es-el-lugar-en-el-que-vivimos-y-en-el-que-todos-pasamos-todos-los-dias-alguien-puede-decidir-en-que-lugar-vivir-es-decir-en-la-ciudad-que-mas-me-gusta-por-sus-carateristicas-y-existen-muchas-ciudades.
128;2;13;1;abogado, futbolista, mecánico, chofer, maestro, jardinero.
128;4;13;1;doctor.
128;3;13;1;no-muy-grande, tampoco-pequeña, blanco, sala-grande-con-televisión.
128;5;13;1;futbol, correr, jugar-consola, pasear.
128;6;13;1;amigabl, no-molestar, mucho-respeto, ahorro-dinero, no-gritar.
129;1;13;1;Ciudad-de-México, Monterrey, Torreón, Tijuana, Guadalajara, Medellín, Los-Ángeles, Bogotá.
129;2;13;1;técnica, mecánico, chef, electrónica, cantante, jardinero, chofer, guardia, streamer, médico, enfermero.
129;4;13;1;chef, cocinero, ténico-electrónico, creador-contenido, streamer, animación-3d.
129;3;13;1;departamento, grande, varias-habitación, bien-amueblado, dos-piso, tres-cuatro-habitación.
129;5;13;1;streamer, cocinar, dibujar, salir-paseo, caminar, videojuegos.
129;6;13;1;amable, compartido, buena-gente, seria-en-ocasiones, rencoroso.
120;1;14;1;árbol, calle, bicicleta, escuela, hospital, tienda, automóvil, beisbol, estudio, casa, perrito, gato.
130;2;14;1;médico, maestra, ingeniero, cocinero, mecánico, instructor, autor, niñera, oficinista, chef, deportista, director, oficial, paramédico, taxista, camionera, repartidor, científico, instructor, Coahuila.
130;4;14;1;ingeniero, beisbolista, médico, oficinista, entrenador.
130;3;14;1;grande, blanca, ventana, puerta, patio, perro, jardín, alberca, tres-piso, cancha-futbol.
130;5;14;1;pasear, viajar, jugar, beber, entrenar, videos, juntarme-amigas, fiesta, acampar, leer.
130;6;14;1;gracioso, amigable, compartido, ayudo-mucho, juego-mucho, inteligente, tontito-a-la-vez, juguetón, tímido-muy-poco, valiente.
131;1;14;2;edificio, casa, carro, centro-comercial, súpermercado, parque, árbol, escuela, museo, cómodo, fábrica, centro-salud.
131;2;14;2;medicina, arquitecto, cirujano, nutriólogo, psicóloga, ingeniería-mecatrónica, maestría.
131;4;14;2;doctora, psicóloga, maestra, ingeniería-mecatrónica, cirujana.
131;3;14;2;grande, tres-pisos, alberca, cocina-grande, sala-juego, sala-cine, mini-cantina, patio-grande, cámara, cuarto-ropa, lavadería-grande, regadera.
131;5;14;2;limpiar, pasear, conocer-ciudad, viajar, jugar-hijo, cocinar, dormir, comer, televisión, salir-comer, ir-a-gara, visitar-familiar, fiesta, comprar-ropa.
131;6;14;2;celosa, tóxica, amigable, alocada, hiperactiva, amorosa, tolerable, empalagosa, viajera, fiestera, tranquila, seria, obediente, compartida.
132;1;14;1;edificio, carro, calle, colonia, México, Coahuila, Saltillo, Campeche, contaminación, Durango, Aguascalientes, Tampico, Querétaro, árbol, moto, montaña, familia, trabajador, comida, pobreza, riqueza, , escuela, secundaria, preparatoria, univerisdad, kínder, casa, construcción, industria.
132;2;14;1;químico, licenciado, maestra, ingeniero, contador, veterinario, médico, otorinolaringólogo, chef, mecánico.
132;4;14;1;barbería, maestro, veterinario, mecánico, electricista.
132;3;14;1;alberca, dos-piso, jardín, piso-de-alfombra, fuente, maceta, perro, cocina-chida.
132;5;14;1;cortar-pelo, dibujar, pintar, decorar, cocinar, limpiar, salir.
132;6;14;1;malo, enojón, no-ayudo, no-buen-corazón, maldiciento, cariñoso, no-muy-normal, me-pinto-uñas, gustos-raros.
133;1;13;1;edificio, centro-turistico, restaurante, centro-económico, banco.
133;2;13;1;comerciante, enfermera, albañil, mecánico, entrevista, vendedor, profesor, entrenador, médico, contador, arquiteto, agricultor, doctor, conserje, director, chef, obrero, enfermero, casero, cajero, cerillito, director-de-empresas, empresario, gasolinero, vendedor, lavador-de-ventanas.
133;4;13;1;chef, policía, piloto, capitán, cantante, comediante, astronauta, maestro, youtuber, soldado.
133;3;13;1;verde, amarilla, alberca, grande, cocina, limpieza, sala, cochera, televisión, asador, palapa, dos-piso.
133;5;13;1;viajar, jugar, comer, dormir, playa, viajar-tren, viajar-autobús.
133;6;13;1;moreno, guapo, feliz, contento, astuto, mi-sueño.
134;1;13;2;escuela, parque, limpieza, casa, fraccionamiento, plaza, súpermercado, empleo, edificio, banco, secundaria, mercado, tienda, animal, árbol.
134;2;13;2;doctor, dentista, psicólogo, criminalista, cantante, conserje, maestra, historiador, arqueólogo, músico, gastro, ginecólogo, enfemera, biólogo.
134;4;13;2;enfermera, ginecólogo, pisóloga, pediatra, los-de-la-morgue, escritora, medicina-general.
134;3;13;2;gato, silla, comedor, dos-piso, café-blanco, piso-mármol, alejado, planta, invernadero, luz-natural, ventana, grande, tres-cuarto, dos-baños, tina.
134;5;13;2;estudiar, escuchar-música, bailar, leer, aprender-idioma, ir-concierto-twice, bangtan, sk, trabajar, viajar.
134;6;13;2;llorona, sensible, humilde, tonta, gusta-leer, extrovertida.
135;1;14;2;poblada, variedad, transitada, iluminación, pública, hogar, comercio, regateo, tradición, cultura, limitación, comida, política, enfermedad, económia, profesión.
135;2;14;2;licenciatura, maestría, pediatra, doctorado, abogado, forense, criminóloga, medicina, psquiatra, psicología, enfermera, actor, cantante, ginecóloga, ingeniero.
135;4;14;2;dentista, emfermera, doctora, mestra, abogada, licenciado, piscóloga.
135;3;14;2;adecuada, grande, bienestar, justa, económica, bonita, sencilla, cochera, seguro, espaciosa.
135;5;14;2;conocer, viajar, bailar, cantar, compartir, tiempo-familar, trabajar, estudiar, mejorar, recoger, limpiar, ordenar.
135;6;14;2;parlanchina, inteligente, estatura, bonita, estila, enojona, llorona, sensible, risueña, responsable.
136;1;14;1;edificio, carro, cosa, banco, trabajo, plaza-comercial, hospital, universidad, carretera, contaminación, semáforo, accidente.
136;2;14;1;mecánico, cajero, contador, jardinero, locutor, empacador, profesor, intendente, policía, bombero, piloto, paleontólogo, taxista, chofer, operario, albañil, arquitecto.
136;4;14;1;taxista, uber, vendedor-comida-rápida, en-cine, repartidor, mesero, chofer-autobús.
136;3;14;1;grande, jardín, amarillo, perro, televisión, computadora, recámara, sillón, cochera, dos-piso, árbol, cocina, chimenea, pecera, gato.
136;5;14;1;viajar, divertirme, pasear, ciclismo, ir-pinic.
136;6;14;1;responsable, amable, inteligente, aplicado.
137;1;13;2;edificio, calle, carro, casa, escuela, persona, contaminación, basura, hotel, tienda, hospital, súpermercado, autobús, trabajo, departamento, secundaria, tierra, puente.
137;2;13;2;doctor, ingeniero, dentista, director, albañil, secretaria, maestra, piloto, criminólogo, policía, soldado, jardinero, pintor, arquitecto, terapeuta, masajista, chofer, licenciado, abogado.
137;4;13;2;ingeniera-química, abogada, maestra, licenciada, doctora.
137;3;13;2;blanca, ventana, cuarto, alberca, luz, jardín, perro, fuente, patio, cochera, cama, baño, flor, candil, piso-madera.
137;5;13;2;pasear-perro, soft, natación, ayudar-gente-necesidades, viajar-mucho.
137;6;13;2;buena-persona, mable, sensible, penosa, alegre.
138;1;14;;calle, colonia, centro, carretera, casa.
138;2;14;;profesor, mestra, maestro, arquitecta, licenciada, cocinero.
138;4;14;;fábrica, cerillito, policía, soldado, plomero, tienda-comercial, jugueteria.
138;3;14;;azul, bañera, alberca, cancha-futbol, perro, carro, caballo, ocho-cuarto.
138;5;14;;futbol, televisión, jugar-celular, video, cantar-familia.
138;6;14;;futbol, beisbol.
139;1;15;1;campo, edificio, camión, árbol, escuela, calle, colonia, bulevar, torre, puente, carretera, casa.
139;2;15;1;
139;4;15;1;carro, camión, policía, albañil, electricista, autolavado, fábrica, escuela, médico, profesor, mecánico, contador, entrenador.
139;3;15;1;árbol, foto, ventana, verde, baño, comedor, patio, cama, cuarto, alberca, piso, espejo, puerta, estufa.
139;5;15;1; futbol-americano, trabajador, entrenador, estudiar, televisión, nfl, soccer.
139;6;15;1;derechos, conscuencia, amistad, se-fut.
140;1;14;1;comida, puesto, edificio, cosa, auto, condominio, lugar, gimnasio, civilización, escuela, estudio, fuente, amigo, árbol, luz, agua.
140;2;14;1;doctor, automotriz, ganadero, arquitecto, profesor, agrícola, techo, arqueólogo, dueño-empresa, autolavado.
140;4;14;1;vendedor, arquitecto, lujo, policía, peluquero.
140;3;14;1;calle, amigo, spa, juguetería.
140;5;14;1;lugar, casa, Nueva-york, ir-EUA, tener-carro.
140;6;14;1;autoestima, egoísta, inteligente.
141;1;14;2;limpia, seguridad, luminaria, moderna, naturaleza, industria, dinosaurio, catedral, centro, honestidad, vecino, barrio, colonia, lugar-turistico, vida, árbol, compañerismo, restaurante, hotel, plaza-comercial.
141;2;14;2;ingeniero, profesor, arquitecto, piloto, abogado, soldado, secretaria, juez, payaso, obrero, licenciado, agricultor, psicólogo.
141;4;14;2;cerillito, secretaria, profesor, directora, jefa, presidenta.
141;3;14;2;luz, agua, télefono, internet, rosa, lujo, grande, drenaje, gas, árbol, alberca, privacidad.
141;5;14;2;comer, estudiar, prepararme, youtube, visitar-familia, vacacionar.
141;6;14;2;bonita, inteligente, comprensible, carácter, amistad.
142;1;14;1;calle, colonia, casa, edificio, ventana, casa, limpieza, empleo, persona, alcalde, presidente, municipio, bache, enmendar, estructura, empleo, albañil, dinero, comida, mantener, construcción, chef, chofer, jardinero, ténico.
142;2;14;1;profesor, empresario, ingeniero, locutor, viene-viene, comensal, albañil, arquitecto, mecánico, electricista, cajero, boxeador, alcalde, médico, enfermera, directora, futbolista, chef, chofer, pinche.
142;4;14;1;ingeniero, chef, arquitecto, político, futbolista, electricista, técnico, mecánico, médico, profesor, camarógrafo.
142;3;14;1;luz, agua, piso, ventana, azul, grande, sala, pared, alta, seguridad, privada, calefacción, silla, mesa, ventana, espaciosa, limpia.
142;5;14;1;leer-libro, aprender-idioma, futbol, taekwondo, kickboxing, guitarra, primeros-auxilios, descansar, videos, películas.
142;6;14;1;responsable, estudioso, carácter, gusto-diferente, bueno-deporte, estatura, aprendo-rápido, bueno-dibujando, malo-historia.
143;1;14;;carro, tienda, persona, niño, parque, hospital, edificio, restaurante, fábrica, gsolinera, puente, camión, perro, árbol, estudiante, mural, desfile, fiesta, basura, arroyo, seguridad.
143;2;14;;mestro, doctor, secretaria, ingeniero, arquitecto, chef, astronómo, bombero, policía, licenciado, ginecólogo, abogado, contador, comunicación, enfermera, mecánico.
143;4;14;;mestra, secretaria, comunicadora, contadora, inegniera.
143;3;14;;grande, patio, alberca, color, alegre, cuarto, baño, cacina, mueble, carro, piso, luz, cuadro, escalera, pasillo, puerta, pasto, closet, comida, rojo, cochera.
143;5;14;;viaje, comida, fiesta, visita, ejercicio, estudiar, compras, descansar, trabajar, estética, negocio, arreglar-casa, cosa-pendiente.
143;6;14;;inteligente, simpática, bonita, creativa, rebelde, amable, amigable, social, sensible.
144;1;14;1;carro, gente, taxi, dinero, edificio, tienda.
144;2;14;1;doctor, ingeniero, albañil, criminología, licenciado, abogado, profesor.
144;4;14;1;ingeniero-informática, trabajador-oxxo.
144;3;14;1;dos-perros, dos-carro, piscina, dos-piso, mucho-árboles, azul.
144;5;14;1;pasear-mascota, estar-en-pc, nadar-piscina.
144;6;14;1;chido.
145;1;13;2;persona, edificio, civilización, economía, calidad-vida, educación, casa, norma, calle, carro, espacio, vivienda, apoyo, recurso-básico, equidad, área-verde, seguridad.
145;2;13;2;enfermero, ingeniero, abogado, presidente, mestro, arquitecto, ama-casa, química, doctor, cirujano, anestesiólogo, forense, secretaria, empleado, cocinero, chef, veterinario, sombra, psicóloga, pediatra, mecánica, plomero, contador, albañil, actriz.
145;4;13;2;enfermero, forense, anestecióloga, psicóloga.
145;3;13;2;electricidad, agua, gas, block, dos-piso, dos-baño, patio, cochera, sala, cocina, sies-cuarto, terraza, negro-café, perro, gato, dos-televisión.
145;5;13;2;viajar, fin-semana-pasear, convivir-familia, viajar-familia, vijar-amigos.
145;6;13;2;delgada, amable, educada, empática, alta, solidaria.
146;1;14;1;persona, carro, casa, calle, colonia, tecnología, perro, tienda, película, escuela, árbol.
146;2;14;1;doctor, agricultor, profesor, empresario, minero, chofer, piloto, policía, militar, panadero, cajero, youtuber, rapero, dj, bailarín, escultor, actor, artista, presentador, gerente, guardia, científico, futbolista, jugador-americano, animador, arqueólogo, sicario, pediatra, dentista, secretaria.
146;4;14;1;emprendedor, youtuber, dj, actor, animador, doctor, pediatra.
146;3;14;1;azul, grande, jardín, sillón, erizo, televisión, comida, consola, computadora, carro, agua, internet, cama, electricidad, dinero, estufa, refrigerador, microondas, escoba, trapeador, baño, regadera.
146;5;14;1;guitarra, videojuego, serie, saxofón, youtuber, dibujar, inglés, bailar.
146;6;14;1;gustos, chaparro, guapo, flaco, romántico, pensar, feliz, considerado, pendejo.
147;1;14;2;bonita, perro, grande, carro, calle, árbol, centro, cuidada, escuela, hospital, puesto, parque, persona, vigilancia, camión, camioneta, limpia, edificio.
147;2;14;2;doctor, policía, maestra, licenciada, abogado, directora, psicóloga, secretaria, futbolista, arquitecto.
147;4;14;2;doctora, trabajar, profesora, empleada, ayudante.
147;3;14;2;grande, bonita, decorada, planta, portón, escalera, luz, agua, recámara, cocina, sala, baño, patio, cochera, comedor, piso, techo, limpia.
147;5;14;2;jugar, tiempo, futbol, tarea, familia, leer, celular, salir, televisión, pasear, comprar, música.
147;6;14;2;compartida, inteligente, alta, estudiosa, participativa, divertido, risueño, feliz.
148;1;14;1;helicoptero, avión, edificio, carro, casa, empresa, tienda, supermercado, comida, cine, parque-acuático, escuela, universidad, gato, perro, animal, museo, dinosaurio, videojuego, internet, tecnología, computadora, televisión, serie, película, libro, juguete, cocina, sartén, encuesta, censo.
148;2;14;1;maestro, constructor, obrero, piloto, aviador, youtuber, poeta, bisturí, policía, soldado, herrero, capitán, marinero, pescador, piloto-carrera, escritor, actor, programador, carpintero, modelo, director, cerillito, cocinero.
148;4;14;1;operador, robot, carro, criminología, muerto, ciencia, lógica, jeringa, bota, guante, operación, mecatrónica, sistema, circuito, compañía, trabajo, ciencia, química.
148;3;14;1;faro, baño, cocina, cochera, sótano, terraza, ático, ventana, tele, patio, recámara, lavandería, sala, sala-estar, comedor, sillón, silla, mesa, luz, portón, refrigerador, switch, pisa, bailar, tinaco, planta, computador.
148;5;14;1;youtuber, videojuego, cine, salir-amigos, comer-dormir, estudiar, correr, ejercicio, pasear, esquiar, viajar, bailar, trabajar.
148;6;14;1;alto, diferente, honesto, fiel, buena-persona, justo, modesto, poco-celoso, mucha-energía, amigable, cariñoso, social, chistoso, creativo.
149;1;13;1;la-letra, lo-que-comen, forma-hablar, baños, lo-que-hacen-que-funcione, sus-películas, los-juegos.
149;2;13;1;terminar-escuela, terminar-prepa, tener-buen-trabajo, casarse, gente-pobre, ayudar-familia.
149;4;13;1;doctor, policía, bombero, salvavidas, profesor, marino.
149;3;13;1;grande, escalera, alberca-para-hijo, mucha-pintura, decoración, cuarto-videojuego, cuarto-entrenar-facebook, espejo-grande, alarma-que-despierten-temprano.
149;5;13;1;participar-familia, convivir-amigos, tiempo-novia, trabajar-ayudar-familia-y-gente-pobre, visitar-abuelo.
149;6;13;1;amigable, no-busco-pleitos, futbol, salir-amigo-fiesta.
150;1;13;;casa, escuela, calle, árbol, persona, carro, contaminación, perro, edificio, tienda, semáforo, gasolinera, Saltillo, puente, autobús, luz.
150;2;13;;trabajo, empleo, profesor, carrera, estudiar, escuela, doctor, trabajador.
150;4;13;;trabajo, arquitecto, soldador.
150;3;13;;grande, alberca, pasto, ventana, puerta, dos-piso, tres-cuarto, sala, baño, cocina, perra, televisión, luz, patio, cochera, pared, escalera.
150;5;13;;pasear, videojuego, familia, hijo, jugar, futbol, nadar, dormir, vacaciones.
150;6;13;;sonriente, enojón, flojo, desesperado, penoso, vergonzoso, dormilón.
151;1;13;2;edificio, carro, persona, perro, gato, local, árbol, flor, niño, adulto, farola, escuela, casa, tienda, cine, supermercado, camión, avión, carretelera, parque.
151;2;13;2;empleo.
151;4;13;2;un-trabajo, persona, animal.
151;3;13;2;jardín, cerca, sala-chica, comedor-chico, televisión, sala-grande, patio, lavandería, gato, conejo, tortuga, cocina, baño, cuarto, cama, internet, sin-niño, sirvienta.
151;5;13;2;viajar, comprar, pasear, comer, descansar.
151;6;13;2;introvertida, enojona, extrovertida, antipática, simpátíca, pesada, criticona, antisocial, burlona.
152;1;14;1;Alemania, Japón, Corea, Ciudad-de-México, Toluca, Oaxaca, Chiapas, Aguascalientes, Zacatecas, Baja-California-Sur, Baja-Callifornia-Norte, Veracruz, Yucatan, San-Paulo, Río-de-Janeiro, Buenos-Aires, Nuevo-León, Coahuila, Sonora, Culiacán, Sinaloa, Guatemala, Quintana-Roo, Estado-de-México, Hidalgo, Pachuca, Guerrero, Belice.
152;2;14;1;psicólogo, doctor, enfermero, ingeniero, arquitecto, licenciado, abogado, policía, soldado, secretario, contador-público, contador-privado, maestro, director, supervisora, politíca, ingeniero-soldador, electricista, mecánico, ingeniero-técnico, criminología.
152;4;14;1;pizzeria, vender-tacos, tiendita, empresa, futbolista, jefe-magna, arquitecto, criminología.
152;3;14;1;ventana, cama, luz, agua, escalera, balcón, puerta, cortina, sillón, ropero, arreglo, refrigerador, estufa, microondas, gas, diez-cuarto, tele, espejo, sótano, cochera, pasto-afuera, barandal, tinaco, baño-completo, regadera, auto, árbol.
152;5;14;1;jugar-videojuegos, dormir, entrenar, salir, ir-cine, ir-compras, salir-otro-estado, viajar, morir, jugar-basquet, jugar-beisbol, pelearme, ver-box, salir-familia, acostarme, dormir.
152;6;14;1;chido, no-hipocrita, fiel, juguetón, enojón, peleonero, guapo, chulo, me-gusta-Melissa, sonriente, corazón-duro, no-lloro-por-todo, deportista, carácter-duro.
153;1;14;1;carro, avión, transporte, tecnología, casa, edificio, primaria, secundaria, preparatoria, universidad, sobrepoblación, contaminación, gris, electricidad, humo, fábrica, hospital, parque, trabajo, choque.
153;2;14;1;doctor, arquitecto, administrador, politico, profesor, futbolista, ladrón, psicóloga, albañil, cajera, repartidor.
153;4;14;1;cerillito, cajero, repartidor, autolavado, psicólogo, entrenador, ilustrador.
153;3;14;1;rural, amplia, moderna, patio, cuarto, baño, larga, ancha, sótano, cerca, blanca, negra, computadora, internet, tecnología, cómoda, chimenea, fresca, seguro, espaciosa, cancha, parrilla, piscina, servicio.
153;5;14;1;futbol, calistenia, pesa, leer, dibujar, videojuego, youtube, facebook, navegar, amigo, dormir.
153;6;14;1;güero, alto, deportista, creativo, flojo, gamer, inteligente, chistoso, risueño, social, dibujante, pelo-castaño, ojos-cafés.
154;1;14;2;Monterrey, Zacatecas, Piedras-Negras, Acuña, Durango, Ciudad-de-México, Yucatán, Quintana-Roo, Sonora, San-Luis-Potosí.
154;2;14;2;abogada, veterinaria, arquitecta, química, nutrióloga, doctor, enfermera.
154;4;14;2;escuela, guardería, veterinaria, consultorio.
154;3;14;2;alberca, patio-grande, jardín, palapa, dos-perro, casa-grande, dos-piso, mucha-recámara, cocina-amplia, sala-cine, sala-videojuego.
154;5;14;2;futbol, jugar, leer, salir, escuchar-música, cine, visitar, correr.
154;6;14;2;divertida, juguetona, risueña, empalagosa, enojona, bipolar, sentida, feliz, dulce, amorosa.
155;1;14;2;autobús, casa, restaurante, iglesia, escuela, universidad, cafetería, plaza, mueblería, cine, semáforo,  tránsito, oxxo, zapatería, taller, papelería, taquería.
155;2;14;2;cocinero, bombero, vendedor, comunicólogo, albañil, maestro, florista, mecánico, contador, presidenta, gobernadora, secretario, administrador, música, organizador.
155;4;14;2;adminstrador, cocinero, maestro, música, cantante, secretario, restaurante, vendedor, gobernador, presidente.
155;3;14;2;dos-piso, esclera, mueble, recámara, baño, balcón, rata, jardín, lila, árbol, closet, ventana, rosal, lavadora, refrigerador, cocina.
155;5;14;2;descansar, escuchar-música, comer, salir, ver-familia, correr.
155;6;14;2;enojona, simpática, divertida, platicadora, risueña, dormilona, naturalista, ayudadora, vanidosa, dulce.
156;1;13;1;tecnología, carro, celular, maquinaria, artificial.
156;2;13;1;doctor, pintar.
156;4;13;1;ingeniera, carnicera, como-mi-abuela-hace-casi-todo.
156;3;13;1;yo-no-quiero-casa.
156;5;13;1;videojuego, comer.
156;6;13;1;hiperactivo, muy-energético, grosero.
157;1;14;2;carro, contaminación, basura, persona, casa, árbol, ruido, parque, tienda, animal, planta, gato, perro, pájaro, luz, agua.
157;2;14;2;doctor, ingniero, maestra, dentista, secretaria, abogado, policía, enfermero, chef, , diseñador, ingeniero-sistemas, actor, deportista.
157;4;14;2;mestra, dentista, deportista, chef, diseñadora.
157;3;14;2;grande, balcón, alberca, ventana, cuarto, ropero, mesa, silla, buró, cama, vitrina, baño, lavabo, estufa, pantalón, pantalla, computadora, tres-pisos, azotea, luz, portón, puerta, reloj, sillón.
157;5;14;2;viajar, estudiar, estar-familia, cine, compras-centro-comercial.
157;6;14;2;amigable, sociable, risueña, directa, enojona, estricta, responsable, respetuosa, insegura, cariñosa, honrada, honesta.
158;1;14;;casa, súpermercado, tienda, edificio, carro, persona, parque, apartamento, museo, perro, gato, contaminación, escuela.
158;2;14;;trabajo, cinero, empleado, turno, comedor, sala-descanso, accidente, estudio.
158;4;14;;academia, baile, danza, música, director, video.
158;3;14;;sencilla, cocina, comedor, cuarto, baño, lugar-tranquila, patio, sala, cochera, planta, flor.
158;5;14;;descansar, ejercicio, deporte, baile, música.
158;6;14;;feliz, sonriente, divertida, ocurrente, deportista.
159;1;14;1;edificio, carro, combustión, congestión, trabajo, video, mejorar, dinero, politíca, sociedad, ciudadano, historia, geografía, grande, espaciosa, contaminar, casa, mansión, restaurante, comida, económico, conocimiento, cultura, gestronomía, ropa, tienda, mercado, lenguaje.
159;2;14;1;chef, pintar, médica, abogado, licenciado, enfermero, mestro, cocinero, ayudante, vendedor, repartidor, dentista.
159;4;14;1;electrónico, mecatrónica, mecánico, repartidor, ayudante, consejero, piscólogo, diseñador, editor, publicidad, marketing, aunuciante, cirujano, médico, doctor, enfermero, maestro-matemáticas, bailarín, pintor.
159;3;14;1;grande, dos-pisos, espacio, jardín, mueble, electrónica, cocina, recámara, baño, persona, ventana, gigantesca, color, agradable, limpia, buen-estado, linda-vista.
159;5;14;1;bailar, fotografía, escritura, escuchar-música, parque, fiesta, pasármela-feliz, leer, tomar-algo, comer-algo, tutor, celular, arreglar-cosa, segundo-empleo, compras, dibujar, editar.
159;6;14;1;feliz, alegre, amoroso, comprensivo, pasivo, agresivo, introvertido, extrovertido, cursi, detallista, perfeccionista, limpio, inteligente, consejero, garcioso, a-veces-triste.
160;1;13;1;edificio, carro, persona, casa, hotel, perro, camión, señal, parque, escuela.
160;2;13;1;doctor, arquitecta, profesor, policía, veterinaria, albañil, doctora, empresaria, enfermera, psicólogo.
160;4;13;1;arquitecto, empresario, doctor, policía, militar, profesor.
160;3;13;1;playa, casa-grande, perro, caballo, jardín, habitación, alberca.
160;5;13;1;leer, beisbol, videojuego, dibujar, bicicleta.
